Influencer ID,Account,Platform,Follower Count,Post Engagements,Engagement Rate (%),Views avg.,Likes avg.,Comments avg.,Shares avg.,Scraped
INF0201,emilen_im,TikTok,4000000.0,668300,16.71,5300000.0,663100.0,4000.0,1200.0,2022-02-07 16:54:35.641971
INF0202,abir.sag,TikTok,9200000.0,415000,4.51,3300000.0,401700.0,9300.0,4000.0,2022-02-07 16:54:35.641971
INF0203,ynchq,TikTok,3000000.0,620200,20.67,4100000.0,613300.0,2700.0,4200.0,2022-02-07 16:54:35.641971
INF0204,christiankesniel,TikTok,2100000.0,667400,31.78,4700000.0,661800.0,3800.0,1800.0,2022-02-07 16:54:35.641971
INF0205,bittersweetbynajla,TikTok,4300000.0,500900,11.65,3700000.0,491500.0,8100.0,1300.0,2022-02-07 16:54:35.641971
INF0206,theovon,TikTok,1300000.0,360900,27.76,3300000.0,346000.0,2600.0,12300.0,2022-02-07 16:54:35.641971
INF0207,abbieherbert,TikTok,11500000.0,708000,6.16,5900000.0,704000.0,2300.0,1700.0,2022-02-07 16:54:35.641971
INF0208,yesimresmi1,TikTok,15800000.0,402700,2.55,7000000.0,396700.0,4200.0,1800.0,2022-02-07 16:54:35.641971
INF0209,asasteinars,TikTok,352800.0,1602500,454.22,4200000.0,1600000.0,1200.0,1300.0,2022-02-07 16:54:35.641971
INF0210,thesupercole,TikTok,21900000.0,632066,2.89,5300000.0,627100.0,4000.0,966.0,2022-02-07 16:54:35.641971
INF0211,sergioramos,TikTok,9200000.0,522000,5.67,4400000.0,514900.0,6000.0,1100.0,2022-02-07 16:54:35.641971
INF0212,cerolzera,TikTok,3800000.0,355700,9.36,2400000.0,335200.0,17100.0,3400.0,2022-02-07 16:54:35.641971
INF0213,taniadulce1,TikTok,2900000.0,274856,9.48,5100000.0,262700.0,11400.0,756.0,2022-02-07 16:54:35.641971
INF0214,yns_btray,TikTok,603700.0,364100,60.31,5500000.0,355900.0,4200.0,4000.0,2022-02-07 16:54:35.641971
INF0215,yungdaddycack,TikTok,615200.0,462900,75.24,2600000.0,449000.0,7200.0,6700.0,2022-02-07 16:54:35.641971
INF0216,caleb.finn,TikTok,14700000.0,819242,5.57,4700000.0,815100.0,3300.0,842.0,2022-02-07 16:54:35.641971
INF0217,history.war,TikTok,3000000.0,490300,16.34,12700000.0,487800.0,1300.0,1200.0,2022-02-07 16:54:35.641971
INF0218,user4350486101671,TikTok,16100000.000000002,545100,3.39,2800000.0,534600.0,7000.0,3500.0,2022-02-07 16:54:35.641971
INF0219,mang_ari8450,TikTok,3500000.0,311301,8.89,6900000.0,303900.0,6700.0,701.0,2022-02-07 16:54:35.641971
INF0220,jaimeonod,TikTok,926300.0,367900,39.72,2900000.0,352700.0,9200.0,6000.0,2022-02-07 16:54:35.641971
INF0221,iamjonathanpeter,TikTok,12200000.0,592900,4.86,4200000.0,586600.0,2200.0,4100.0,2022-02-07 16:54:35.641971
INF0222,mmmjoemele,TikTok,20400000.0,611400,3.0,5500000.0,606800.0,2200.0,2400.0,2022-02-07 16:54:35.641971
INF0223,gritside,TikTok,3300000.0,401700,12.17,3300000.0,389800.0,1700.0,10200.0,2022-02-07 16:54:35.641971
INF0224,keniaos,TikTok,13300000.0,548200,4.12,3200000.0,539500.0,6400.0,2300.0,2022-02-07 16:54:35.641971
INF0225,hoaa.hanassii,TikTok,9400000.0,643200,6.84,5300000.0,638800.0,3100.0,1300.0,2022-02-07 16:54:35.641971
INF0226,jamesmaddison,TikTok,1200000.0,375914,31.33,3300000.0,363500.0,11900.0,514.0,2022-02-07 16:54:35.641971
INF0227,williesalim,TikTok,7000000.0,478400,6.83,5900000.0,473100.0,3900.0,1400.0,2022-02-07 16:54:35.641971
INF0228,maxtaylorlifts,TikTok,7100000.0,489900,6.9,2600000.0,478200.0,5000.0,6700.0,2022-02-07 16:54:35.641971
INF0229,championsleague,TikTok,8700000.0,547100,6.29,3900000.0,540200.0,3400.0,3500.0,2022-02-07 16:54:35.641971
INF0230,imdopemar,TikTok,3400000.0,398600,11.72,2400000.0,382900.0,5500.0,10200.0,2022-02-07 16:54:35.641971
INF0231,ndn2307,TikTok,4200000.0,618633,14.73,6900000.0,615200.0,2700.0,733.0,2022-02-07 16:54:35.641971
INF0232,colleen,TikTok,8600000.0,747900,8.7,3900000.0,743000.0,3200.0,1700.0,2022-02-07 16:54:35.641971
INF0233,nessaabarrett,TikTok,17800000.0,436800,2.45,3300000.0,426800.0,4800.0,5200.0,2022-02-07 16:54:35.641971
INF0234,blythe,TikTok,16700000.0,557300,3.34,6000000.0,553100.0,2200.0,2000.0,2022-02-07 16:54:35.641971
INF0235,sunduk91,TikTok,1700000.0,212112,12.48,3600000.0,191900.0,912.0,19300.0,2022-02-07 16:54:35.641971
INF0236,oliviagobrien,TikTok,1400000.0,613500,43.82,3500000.0,607000.0,4000.0,2500.0,2022-02-07 16:54:35.641971
INF0237,arroncrascall,TikTok,4300000.0,288100,6.7,2600000.0,268900.0,2800.0,16400.0,2022-02-07 16:54:35.641971
INF0238,tooturnttony,TikTok,14500000.0,382400,2.64,5400000.0,375900.0,3200.0,3300.0,2022-02-07 16:54:35.641971
INF0239,daregularsauce,TikTok,839500.0,554300,66.03,2800000.0,545700.0,4900.0,3700.0,2022-02-07 16:54:35.641971
INF0240,arfaytb,TikTok,249300.0,365700,146.69,2100000.0,348200.0,1100.0,16400.0,2022-02-07 16:54:35.641971
INF0241,joaoferdnan,TikTok,7100000.0,371300,5.23,2100000.0,353900.0,6200.0,11200.0,2022-02-07 16:54:35.641971
INF0242,ser_jay,TikTok,4400000.0,459700,10.45,2500000.0,448200.0,2800.0,8700.0,2022-02-07 16:54:35.641971
INF0243,maiaknight,TikTok,7200000.0,733700,10.19,4200000.0,729600.0,3000.0,1100.0,2022-02-07 16:54:35.641971
INF0244,xpersss,TikTok,599700.0,464700,77.49,2500000.0,453600.0,1800.0,9300.0,2022-02-07 16:54:35.641971
INF0245,trevorwallace,TikTok,6900000.0,403300,5.84,3000000.0,392600.0,1300.0,9400.0,2022-02-07 16:54:35.641971
INF0246,p0_2,TikTok,1300000.0,232900,17.92,4400000.0,219800.0,11400.0,1700.0,2022-02-07 16:54:35.641971
INF0247,i_am_doshik1,TikTok,18300000.0,437800,2.39,4000000.0,430500.0,6300.0,1000.0,2022-02-07 16:54:35.641971
INF0248,francoescamillaofficial,TikTok,10900000.0,504462,4.63,3800000.0,497900.0,762.0,5800.0,2022-02-07 16:54:35.641971
INF0249,honeybobabear,TikTok,7200000.0,623823,8.66,5200000.0,620000.0,3000.0,823.0,2022-02-07 16:54:35.641971
INF0250,jackjos3ph,TikTok,2300000.0,343200,14.92,2400000.0,327500.0,5000.0,10700.0,2022-02-07 16:54:35.641971
INF0251,nikkietutorials,TikTok,4800000.0,633100,13.19,4100000.0,628300.0,3200.0,1600.0,2022-02-07 16:54:35.641971
INF0252,cellat36,TikTok,8100000.0,266500,3.29,3500000.0,252700.0,10700.0,3100.0,2022-02-07 16:54:35.641971
INF0253,claragnds,TikTok,15200000.0,410000,2.7,3400000.0,401100.0,6400.0,2500.0,2022-02-07 16:54:35.641971
INF0254,ericfinchofficial,TikTok,2700000.0,222600,8.24,6100000.0,213200.0,2400.0,7000.0,2022-02-07 16:54:35.641971
INF0255,jbdjebb,TikTok,810000.0,495700,61.2,2800000.0,486700.0,6800.0,2200.0,2022-02-07 16:54:35.641971
INF0256,basechkaa,TikTok,107900.0,444900,412.33,2300000.0,432700.0,4800.0,7400.0,2022-02-07 16:54:35.641971
INF0257,ya_gazdanova,TikTok,3000000.0,215465,7.18,3100000.0,196000.0,865.0,18600.0,2022-02-07 16:54:35.641971
INF0258,rud.petruchi,TikTok,178300.0,467300,262.09,3300000.0,459500.0,3200.0,4600.0,2022-02-07 16:54:35.641971
INF0259,vhongx44,TikTok,5100000.0,529500,10.38,4800000.0,524800.0,2700.0,2000.0,2022-02-07 16:54:35.641971
INF0260,jeffthekiller_xd1,TikTok,592800.0,448700,75.69,2900000.0,439500.0,6100.0,3100.0,2022-02-07 16:54:35.641971
INF0261,antonioslimgovea,TikTok,7100000.0,467500,6.58,3200000.0,459600.0,1700.0,6200.0,2022-02-07 16:54:35.641971
INF0262,rayssabuq,TikTok,5000000.0,412500,8.25,3000000.0,403000.0,5300.0,4200.0,2022-02-07 16:54:35.641971
INF0263,josh.zilberberg,TikTok,2500000.0,280015,11.2,2100000.0,259100.00000000003,915.0,20000.0,2022-02-07 16:54:35.641971
INF0264,tommyinnit,TikTok,11200000.0,533700,4.77,2400000.0,524700.0,7000.0,2000.0,2022-02-07 16:54:35.641971
INF0265,thesierracapri,TikTok,2200000.0,892073,40.55,4400000.0,889200.0,2200.0,673.0,2022-02-07 16:54:35.641971
INF0266,yailinlamasviraloficial_,TikTok,1800000.0,215600,11.98,7500000.0,208400.0,5600.0,1600.0,2022-02-07 16:54:35.641971
INF0267,neildegrassetyson,TikTok,3800000.0,316300,8.32,2300000.0,299700.0,6600.0,10000.0,2022-02-07 16:54:35.641971
INF0268,dovecameron,TikTok,7300000.0,596300,8.17,2400000.0,588500.0,6400.0,1400.0,2022-02-07 16:54:35.641971
INF0269,pollerocho,TikTok,2600000.0,437600,16.83,3200000.0,429500.0,1600.0,6500.0,2022-02-07 16:54:35.641971
INF0270,bretmanrock,TikTok,13900000.0,603600,4.34,3700000.0,598600.0,2700.0,2300.0,2022-02-07 16:54:35.641971
INF0271,thee.marlie.b,TikTok,1700000.0,230300,13.55,1900000.0,201700.0,2500.0,26100.0,2022-02-07 16:54:35.641971
INF0272,sabrinacarpenter,TikTok,11700000.0,480900,4.11,3700000.0,474600.0,4400.0,1900.0,2022-02-07 16:54:35.641971
INF0273,andcarli,TikTok,4000000.0,341300,8.53,10100000.0,338200.0,2100.0,1000.0,2022-02-07 16:54:35.641971
INF0274,its_darcilynne,TikTok,3900000.0,844200,21.65,2400000.0,838700.0,3600.0,1900.0,2022-02-07 16:54:35.641971
INF0275,artbydemarcusshawn,TikTok,5800000.0,349600,6.03,2500000.0,337000.0,4400.0,8200.0,2022-02-07 16:54:35.641971
INF0276,limeu,TikTok,615600.0,465200,75.57,2700000.0,456700.0,2500.0,6000.0,2022-02-07 16:54:35.641971
INF0277,official_kep1er,TikTok,2800000.0,496300,17.72,3300000.0,489700.0,3900.0,2700.0,2022-02-07 16:54:35.641971
INF0278,rodezel,TikTok,1200000.0,504900,42.08,2700000.0,497000.0,3400.0,4500.0,2022-02-07 16:54:35.641971
INF0279,willuzi,TikTok,1200000.0,384300,32.02,1700000.0,367000.0,8900.0,8400.0,2022-02-07 16:54:35.641971
INF0280,junya1gou,TikTok,41300000.0,194800,0.47,5300000.0,184100.0,5900.0,4800.0,2022-02-07 16:54:35.641971
INF0281,rachaeloneil,TikTok,907500.0,518800,57.17,2800000.0,511500.0,3500.0,3800.0,2022-02-07 16:54:35.641971
INF0282,jacksepticeye,TikTok,3600000.0,493800,13.72,2700000.0,486000.0,5400.0,2400.0,2022-02-07 16:54:35.641971
INF0283,daniel.khosravi,TikTok,3200000.0,263600,8.24,1700000.0,238200.0,6200.0,19200.0,2022-02-07 16:54:35.641971
INF0284,hmg....4,TikTok,1700000.0,324300,19.08,2700000.0,312200.0,5700.0,6400.0,2022-02-07 16:54:35.641971
INF0285,hannahowo6669,TikTok,5400000.0,354100,6.56,3100000.0,344400.0,5100.0,4600.0,2022-02-07 16:54:35.641971
INF0286,jdiasss_,TikTok,6800000.0,510000,7.5,2800000.0,502800.0,4900.0,2300.0,2022-02-07 16:54:35.641971
INF0287,flavinhalouise,TikTok,9900000.0,318800,3.22,3500000.0,309400.0,2200.0,7200.0,2022-02-07 16:54:35.641971
INF0288,edgardumali,TikTok,7400000.0,392900,5.31,3300000.0,385000.0,5700.0,2200.0,2022-02-07 16:54:35.641971
INF0289,mensagensprclaudioduarte,TikTok,1600000.0,177084,11.07,1700000.0,131500.0,484.0,45100.0,2022-02-07 16:54:35.641971
INF0290,jombospice,TikTok,6700000.0,358500,5.35,3000000.0,348700.0,7000.0,2800.0,2022-02-07 16:54:35.641971
INF0291,belinaysandikci,TikTok,1000000.0,302100,30.21,3300000.0,291800.0,1600.0,8700.0,2022-02-07 16:54:35.641971
INF0292,danielarodrice,TikTok,9600000.0,792090,8.25,5300000.0,789700.0,1600.0,790.0,2022-02-07 16:54:35.641971
INF0293,laurahfritz,TikTok,2400000.0,528200,22.01,3100000.0,522000.0,2200.0,4000.0,2022-02-07 16:54:35.641971
INF0294,whoamirony,TikTok,293000.0,908500,310.07,2100000.0,903300.0,2200.0,3000.0,2022-02-07 16:54:35.641971
INF0295,iamcindymiranda,TikTok,350800.0,265400,75.66,2200000.0,247600.0,8000.0,9800.0,2022-02-07 16:54:35.641971
INF0296,lizzo,TikTok,21000000.0,609800,2.9,3000000.0,604400.0,4300.0,1100.0,2022-02-07 16:54:35.641971
INF0297,sonyakisa8,TikTok,16000000.0,323000,2.02,4300000.0,315900.0,1000.0,6100.0,2022-02-07 16:54:35.641971
INF0298,fadlyfsl_,TikTok,2100000.0,535700,25.51,4700000.0,531700.0,2800.0,1200.0,2022-02-07 16:54:35.641971
INF0299,astrofalls_,TikTok,1500000.0,513600,34.24,2000000.0,504300.0,6200.0,3100.0,2022-02-07 16:54:35.641971
INF0300,nianaguerrero,TikTok,29600000.0,484500,1.64,3600000.0,478900.0,3700.0,1900.0,2022-02-07 16:54:35.641971
INF0301,lisav_,TikTok,1800000.0,548500,30.47,2600000.0,541700.0,2900.0,3900.0,2022-02-07 16:54:35.641971
INF0302,michou_yt,TikTok,6300000.0,519900,8.25,3900000.0,515200.00000000006,3400.0,1300.0,2022-02-07 16:54:35.641971
INF0303,siscakohl,TikTok,10000000.0,377000,3.77,3900000.0,370600.0,5300.0,1100.0,2022-02-07 16:54:35.641971
INF0304,fabru_blacutt,TikTok,16200000.0,430775,2.66,5200000.0,426500.0,3500.0,775.0,2022-02-07 16:54:35.641971
INF0305,wenniedapoo,TikTok,313200.0,310300,99.07,2700000.0,298900.0,4000.0,7400.0,2022-02-07 16:54:35.641971
INF0306,ratuauliaa22,TikTok,11600000.0,405400,3.49,3400000.0,398600.0,5400.0,1400.0,2022-02-07 16:54:35.641971
INF0307,chamberlin_kevin,TikTok,8199999.999999999,415000,5.06,2100000.0,403900.0,8400.0,2700.0,2022-02-07 16:54:35.641971
INF0308,oppomexico,TikTok,290100.0,119171,41.08,32200000.000000004,116700.0,1700.0,771.0,2022-02-07 16:54:35.641971
INF0309,ayuwisya666,TikTok,1500000.0,388000,25.87,3200000.0,380500.0,6300.0,1200.0,2022-02-07 16:54:35.641971
INF0310,com.yuma1214,TikTok,746400.0,344800,46.2,2200000.0,332400.0,7800.0,4600.0,2022-02-07 16:54:35.641971
INF0311,dilanjaniyar,TikTok,1500000.0,503622,33.57,4200000.0,499300.0,3600.0,722.0,2022-02-07 16:54:35.641971
INF0312,shabdanovaaa,TikTok,640500.0,310364,48.46,3000000.0,300400.0,564.0,9400.0,2022-02-07 16:54:35.641971
INF0313,slavamarlow,TikTok,3600000.0,453221,12.59,6900000.0,450300.0,2300.0,621.0,2022-02-07 16:54:35.641971
INF0314,jahdedios.77,TikTok,795300.0,368100,46.28,1500000.0,350500.0,13900.0,3700.0,2022-02-07 16:54:35.641971
INF0315,cesarpantoja.n,TikTok,12000000.0,420748,3.51,3000000.0,413500.0,6900.0,348.0,2022-02-07 16:54:35.641971
INF0316,alexwaarren,TikTok,14800000.0,864583,5.84,4700000.0,862400.0,1400.0,783.0,2022-02-07 16:54:35.641971
INF0317,onlyjayus,TikTok,17100000.0,393300,2.3,2400000.0,383700.0,6200.0,3400.0,2022-02-07 16:54:35.641971
INF0318,brentfordfc,TikTok,762600.0,319200,41.86,2600000.0,308200.0,6500.0,4500.0,2022-02-07 16:54:35.641971
INF0319,codenamejesse,TikTok,1300000.0,498300,38.33,2700000.0,491700.0,3300.0,3300.0,2022-02-07 16:54:35.641971
INF0320,h2woofficial,TikTok,4900000.0,444500,9.07,3500000.0,438800.0,3800.0,1900.0,2022-02-07 16:54:35.641971
INF0321,misskatiebug,TikTok,820100.0,342500,41.76,1400000.0,323200.0,6900.0,12400.0,2022-02-07 16:54:35.641971
INF0322,_tusya_kiskis,TikTok,5600000.0,262400,4.69,2400000.0,247800.0,3200.0,11400.0,2022-02-07 16:54:35.641971
INF0323,jasonderulo,TikTok,51300000.0,457900,0.89,3200000.0,452000.0,4000.0,1900.0,2022-02-07 16:54:35.641971
INF0324,brandonspam_,TikTok,6800000.0,458362,6.74,3700000.0,453300.0,4200.0,862.0,2022-02-07 16:54:35.641971
INF0325,brentrivera,TikTok,42400000.0,528800,1.25,3800000.0,524600.0,2800.0,1400.0,2022-02-07 16:54:35.641971
INF0326,ilusha_help,TikTok,4300000.0,158600,3.69,4400000.0,145700.0,2000.0,10900.0,2022-02-07 16:54:35.641971
INF0327,cbum,TikTok,1400000.0,378500,27.04,3000000.0,370900.0,2400.0,5200.0,2022-02-07 16:54:35.641971
INF0328,alaa.ayyman,TikTok,7400000.0,416300,5.63,5100000.0,412400.0,2200.0,1700.0,2022-02-07 16:54:35.641971
INF0329,marinemammalrescue,TikTok,1500000.0,354600,23.64,1300000.0,335900.0,3800.0,14900.0,2022-02-07 16:54:35.641971
INF0330,phamvinh99,TikTok,2400000.0,446400,18.6,4500000.0,442200.0,2700.0,1500.0,2022-02-07 16:54:35.641971
INF0331,anisatcheba,TikTok,779600.0,170800,21.91,2400000.0,147500.0,3200.0,20100.0,2022-02-07 16:54:35.641971
INF0332,thefatkage,TikTok,652700.0,496700,76.1,2800000.0,490900.0,3200.0,2600.0,2022-02-07 16:54:35.641971
INF0333,jack.wright,TikTok,10200000.0,495901,4.86,3800000.0,491600.0,3700.0,601.0,2022-02-07 16:54:35.641971
INF0334,baraa.bolat,TikTok,1100000.0,208900,18.99,4800000.0,200500.0,4800.0,3600.0,2022-02-07 16:54:35.641971
INF0335,lights.are.off,TikTok,18100000.0,365300,2.02,2800000.0,357300.0,4700.0,3300.0,2022-02-07 16:54:35.641971
INF0336,pandkourt,TikTok,3000000.0,838400,27.95,3900000.0,835900.0,0.0,2500.0,2022-02-07 16:54:35.641971
INF0337,chang._.a,TikTok,20300000.0,410000,2.02,1900000.0,399500.0,9400.0,1100.0,2022-02-07 16:54:35.641971
INF0338,itsmatheuscosta,TikTok,4100000.0,330800,8.07,2400000.0,320500.0,3400.0,6900.0,2022-02-07 16:54:35.641971
INF0339,juliagisella,TikTok,10000000.0,314700,3.15,1500000.0,297000.0,6000.0,11700.0,2022-02-07 16:54:35.641971
INF0340,notshanebennett,TikTok,2000000.0,573153,28.66,4100000.0,569800.0,2500.0,853.0,2022-02-07 16:54:35.641971
INF0341,39jeshi,TikTok,2100000.0,648900,30.9,1600000.0,641300.0,5600.0,2000.0,2022-02-07 16:54:35.641971
INF0342,emillyvickof,TikTok,8800000.0,524602,5.96,6100000.0,522100.0,1600.0,902.0,2022-02-07 16:54:35.641971
INF0343,haileybieber,TikTok,7400000.0,421600,5.7,2600000.0,414500.0,3800.0,3300.0,2022-02-07 16:54:35.641971
INF0344,robegrill,TikTok,9600000.0,393700,4.1,3200000.0,387500.0,2800.0,3400.0,2022-02-07 16:54:35.641971
INF0345,diegodiego_,TikTok,6900000.0,486500,7.05,3100000.0,481400.0,3200.0,1900.0,2022-02-07 16:54:35.641971
INF0346,nicollefigueroaa,TikTok,9100000.0,474500,5.21,3700000.0,470100.0,3300.0,1100.0,2022-02-07 16:54:35.641971
INF0347,danythegaggio,TikTok,2600000.0,285500,10.98,1800000.0,269900.0,2900.0,12700.0,2022-02-07 16:54:35.641971
INF0348,klrdubs,TikTok,6200000.0,395600,6.38,2000000.0,385800.0,1500.0,8300.0,2022-02-07 16:54:35.641971
INF0349,benoftheweek,TikTok,10000000.0,438872,4.39,2800000.0,432600.0,5500.0,772.0,2022-02-07 16:54:35.641971
INF0350,cemresolmaz,TikTok,10100000.0,229900,2.28,2900000.0,218000.0,10000.0,1900.0,2022-02-07 16:54:35.641971
INF0351,jimena.jimenezr,TikTok,22600000.0,489400,2.17,3500000.0,485000.0,1800.0,2600.0,2022-02-07 16:54:35.641971
INF0352,carolcastromx,TikTok,7900000.0,530717,6.72,3800000.0,527000.0,3200.0,517.0,2022-02-07 16:54:35.641971
INF0353,kalebkonig,TikTok,1200000.0,342000,28.5,2400000.0,332500.0,5000.0,4500.0,2022-02-07 16:54:35.641971
INF0354,gemeasdafer,TikTok,2200000.0,365600,16.62,3600000.0,359900.0,2300.0,3400.0,2022-02-07 16:54:35.641971
INF0355,montpantoja,TikTok,31600000.0,575228,1.82,3300000.0,571300.0,3100.0,828.0,2022-02-07 16:54:35.641971
INF0356,scottkress_,TikTok,2700000.0,372000,13.78,1500000.0,357900.0,8300.0,5800.0,2022-02-07 16:54:35.641971
INF0357,com.yamato0515,TikTok,1600000.0,287600,17.97,2100000.0,274900.0,8100.0,4600.0,2022-02-07 16:54:35.641971
INF0358,imshawnsutton,TikTok,4600000.0,353200,7.68,3300000.0,346900.0,1500.0,4800.0,2022-02-07 16:54:35.641971
INF0359,vadim_rush,TikTok,2800000.0,355100,12.68,2300000.0,346000.0,5500.0,3600.0,2022-02-07 16:54:35.641971
INF0360,jakepaul,TikTok,15900000.0,383000,2.41,3800000.0,377900.0,3500.0,1600.0,2022-02-07 16:54:35.641971
INF0361,barbaracoura,TikTok,7300000.0,433000,5.93,2700000.0,426800.0,3600.0,2600.0,2022-02-07 16:54:35.641971
INF0362,lucaluceofficial,TikTok,1600000.0,292300,18.27,4100000.0,286100.0,3700.0,2500.0,2022-02-07 16:54:35.641971
INF0363,afrae.es,TikTok,5700000.0,321800,5.65,4800000.0,317100.0,1700.0,3000.0,2022-02-07 16:54:35.641971
INF0364,_bangtanbtss_,TikTok,3700000.0,422900,11.43,1700000.0,412900.0,1900.0,8100.0,2022-02-07 16:54:35.641971
INF0365,_dirtyelbows,TikTok,5600.0,338500,6044.64,2700000.0,330700.0,4000.0,3800.0,2022-02-07 16:54:35.641971
INF0366,maharanikemala,TikTok,3000000.0,326400,10.88,2900000.0,318800.0,5500.0,2100.0,2022-02-07 16:54:35.641971
INF0367,leeansalinass,TikTok,898300.0,378000,42.08,4100000.0,373300.0,2600.0,2100.0,2022-02-07 16:54:35.641971
INF0368,iben_ma,TikTok,5100000.0,380734,7.47,4700000.0,376800.0,3600.0,334.0,2022-02-07 16:54:35.641971
INF0369,theonlycb3,TikTok,5000000.0,424600,8.49,2100000.0,416700.0,3200.0,4700.0,2022-02-07 16:54:35.641971
INF0370,sehataqua,TikTok,172600.0,125365,72.63,24300000.0,123100.0,1300.0,965.0,2022-02-07 16:54:35.641971
INF0371,divabry,TikTok,2700000.0,400800,14.84,2600000.0,394100.0,2500.0,4200.0,2022-02-07 16:54:35.641971
INF0372,efdewee,TikTok,5900000.0,247400,4.19,3400000.0,238800.0,7300.0,1300.0,2022-02-07 16:54:35.641971
INF0373,murat_yilmaz87,TikTok,964900.0,229000,23.73,5400000.0,223400.0,3000.0,2600.0,2022-02-07 16:54:35.641971
INF0374,kaan.etm,TikTok,2500000.0,394700,15.79,1700000.0,384200.0,6400.0,4100.0,2022-02-07 16:54:35.641971
INF0375,betel70,TikTok,524500.0,290700,55.42,3400000.0,283600.0,2900.0,4200.0,2022-02-07 16:54:35.641971
INF0376,jake.mutch,TikTok,589100.0,317200,53.84,1200000.0,298500.0,1300.0,17400.0,2022-02-07 16:54:35.641971
INF0377,robsonabreu,TikTok,2900000.0,176873,6.1,2400000.0,159400.0,16700.0,773.0,2022-02-07 16:54:35.641971
INF0378,jeison_giraldo,TikTok,23900000.0,568195,2.38,4600000.0,565600.0,2200.0,395.0,2022-02-07 16:54:35.641971
INF0379,gemelasabello2,TikTok,12000000.0,466400,3.89,5500000.0,463800.0,1100.0,1500.0,2022-02-07 16:54:35.641971
INF0380,miketoks,TikTok,10600000.0,371200,3.5,3300000.0,365800.0,2500.0,2900.0,2022-02-07 16:54:35.641971
INF0381,nobrutv,TikTok,7800000.0,334400,4.29,3300000.0,328300.0,4200.0,1900.0,2022-02-07 16:54:35.641971
INF0382,reba,TikTok,2400000.0,314800,13.12,1900000.0,303400.0,7400.0,4000.0,2022-02-07 16:54:35.641971
INF0383,mndiaye_97,TikTok,14100000.0,434400,3.08,2200000.0,427500.0,3700.0,3200.0,2022-02-07 16:54:35.641971
INF0384,king.science,TikTok,12700000.0,597900,4.71,2200000.0,592900.0,3100.0,1900.0,2022-02-07 16:54:35.641971
INF0385,ana_eusse,TikTok,9600000.0,572760,5.97,4400000.0,570200.0,2100.0,460.0,2022-02-07 16:54:35.641971
INF0386,___nicoichi___,TikTok,1100000.0,305400,27.76,2600000.0,297200.0,4900.0,3300.0,2022-02-07 16:54:35.641971
INF0387,leaelui,TikTok,16800000.0,458000,2.73,3600000.0,454100.0,1900.0,2000.0,2022-02-07 16:54:35.641971
INF0388,oironyoliveira,TikTok,5600000.0,170405,3.04,1600000.0,142800.0,705.0,26900.0,2022-02-07 16:54:35.641971
INF0389,beasteater,TikTok,17400000.0,463013,2.66,4800000.0,460200.0,2100.0,713.0,2022-02-07 16:54:35.641971
INF0390,alejandroppuente,TikTok,351700.0,372700,105.97,2000000.0,363900.0,5900.0,2900.0,2022-02-07 16:54:35.641971
INF0391,chris,TikTok,6400000.0,435800,6.81,3100000.0,431100.0,2500.0,2200.0,2022-02-07 16:54:35.641971
INF0392,stephen_benihagan,TikTok,8700000.0,215188,2.47,5300000.0,209600.0,4800.0,788.0,2022-02-07 16:54:35.641971
INF0393,milos.guzel,TikTok,4700000.0,494200,10.51,3400000.0,490400.0,2500.0,1300.0,2022-02-07 16:54:35.641971
INF0394,greeicybaila,TikTok,8000000.0,497400,6.22,4600000.0,494700.0,1400.0,1300.0,2022-02-07 16:54:35.641971
INF0395,cocinaconcoqui,TikTok,1600000.0,354500,22.16,2600000.0,347800.0,1100.0,5600.0,2022-02-07 16:54:35.641971
INF0396,gustavomeloof,TikTok,4400000.0,153800,3.5,2400000.0,135200.0,3800.0,14800.0,2022-02-07 16:54:35.641971
INF0397,mariajosegi,TikTok,1400000.0,521000,37.21,2500000.0,516300.0,2700.0,2000.0,2022-02-07 16:54:35.641971
INF0398,donday,TikTok,3900000.0,359700,9.22,6100000.0,356900.0,1400.0,1400.0,2022-02-07 16:54:35.641971
INF0399,joslum,TikTok,10300000.0,543200,5.27,3100000.0,539600.0,2200.0,1400.0,2022-02-07 16:54:35.641971
INF0400,magicnonik,TikTok,2200000.0,561403,25.52,5200000.0,559400.0,1200.0,803.0,2022-02-07 16:54:35.641971
INF0401,thetortoisewhisperer,TikTok,5300000.0,344900,6.51,3100000.0,339200.0,3000.0,2700.0,2022-02-07 16:54:35.641971
INF0402,sammy_dao222,TikTok,2200000.0,326000,14.82,2000000.0,316700.0,7500.0,1800.0,2022-02-07 16:54:35.641971
INF0403,dementekovacs,TikTok,2000000.0,437100,21.86,2300000.0,431100.0,3000.0,3000.0,2022-02-07 16:54:35.641971
INF0404,ahmdpubg,TikTok,206600.0,138400,66.99,6400000.0,131400.0,3000.0,4000.0,2022-02-07 16:54:35.641971
INF0405,koolkuntkaz,TikTok,282500.0,456000,161.42,2900000.0,451500.0,2700.0,1800.0,2022-02-07 16:54:35.641971
INF0406,anokhinalz,TikTok,33500000.0,407860,1.22,3600000.0,403800.0,3500.0,560.0,2022-02-07 16:54:35.641971
INF0407,murphslife,TikTok,3700000.0,249900,6.75,2000000.0,237400.0,3600.0,8900.0,2022-02-07 16:54:35.641971
INF0408,jaywheeler,TikTok,4600000.0,337800,7.34,1900000.0,328400.0,3500.0,5900.0,2022-02-07 16:54:35.641971
